Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PI;TERESINA;POSTO SANTO EXPEDITO PETROLEO LTDA; 18.325.275/0001-60;AVENIDA DEPUTADO PAULO FERRAZ;3321;;ITARARE;64078-005;GASOLINA;29/01/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO SANTO EXPEDITO PETROLEO LTDA; 18.325.275/0001-60;AVENIDA DEPUTADO PAULO FERRAZ;3321;;ITARARE;64078-005;GASOLINA ADITIVADA;29/01/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO SANTO EXPEDITO PETROLEO LTDA; 18.325.275/0001-60;AVENIDA DEPUTADO PAULO FERRAZ;3321;;ITARARE;64078-005;DIESEL;29/01/2026;5,94;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO SANTO EXPEDITO PETROLEO LTDA; 18.325.275/0001-60;AVENIDA DEPUTADO PAULO FERRAZ;3321;;ITARARE;64078-005;DIESEL S10;29/01/2026;5,99;;R$ / litro;BRANCA
NE;PI;TERESINA;PLANALTO PETROLEO UNIAO LTDA; 21.992.964/0001-33;AVENIDA UNIAO;2261;;MEMORARE;64009-500;GASOLINA;28/01/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;PLANALTO PETROLEO UNIAO LTDA; 21.992.964/0001-33;AVENIDA UNIAO;2261;;MEMORARE;64009-500;GASOLINA ADITIVADA;28/01/2026;5,99;;R$ / litro;IPIRANGA
NE;PI;TERESINA;PLANALTO PETROLEO UNIAO LTDA; 21.992.964/0001-33;AVENIDA UNIAO;2261;;MEMORARE;64009-500;DIESEL S10;28/01/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;PLANALTO PETROLEO UNIAO LTDA; 21.992.964/0001-33;AVENIDA UNIAO;2261;;MEMORARE;64009-500;ETANOL;28/01/2026;4,49;;R$ / litro;IPIRANGA
NE;PI;TERESINA;COMERCIO CARVALHO LTDA; 06.511.885/0013-03;RUA JERUMENHA;4590;LETRA A;BUENOS AIRES;64008-300;GASOLINA;28/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;COMERCIO CARVALHO LTDA; 06.511.885/0013-03;RUA JERUMENHA;4590;LETRA A;BUENOS AIRES;64008-300;GASOLINA ADITIVADA;28/01/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;COMERCIO CARVALHO LTDA; 06.511.885/0013-03;RUA JERUMENHA;4590;LETRA A;BUENOS AIRES;64008-300;ETANOL;28/01/2026;4,89;;R$ / litro;VIBRA
NE;PI;TERESINA;PLANALTO PETROLEO ESTAIADA LTDA; 30.043.687/0001-03;RUA PRIMEIRO DE MAIO (ZONA NORTE);1627;;MARQUES;64002-510;GASOLINA;28/01/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;PLANALTO PETROLEO ESTAIADA LTDA; 30.043.687/0001-03;RUA PRIMEIRO DE MAIO (ZONA NORTE);1627;;MARQUES;64002-510;GASOLINA ADITIVADA;28/01/2026;5,96;;R$ / litro;BRANCA
NE;PI;TERESINA;PLANALTO PETROLEO ESTAIADA LTDA; 30.043.687/0001-03;RUA PRIMEIRO DE MAIO (ZONA NORTE);1627;;MARQUES;64002-510;ETANOL;28/01/2026;4,55;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO UCHOA LTDA; 24.966.843/0001-05;AVENIDA DOUTOR JOSUE DE MOURA SANTOS;2161;B;PEDRA MOLE;64066-430;GASOLINA;26/01/2026;5,83;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO UCHOA LTDA; 24.966.843/0001-05;AVENIDA DOUTOR JOSUE DE MOURA SANTOS;2161;B;PEDRA MOLE;64066-430;GASOLINA ADITIVADA;26/01/2026;6,15;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO UCHOA LTDA; 24.966.843/0001-05;AVENIDA DOUTOR JOSUE DE MOURA SANTOS;2161;B;PEDRA MOLE;64066-430;DIESEL;26/01/2026;6,75;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO UCHOA LTDA; 24.966.843/0001-05;AVENIDA DOUTOR JOSUE DE MOURA SANTOS;2161;B;PEDRA MOLE;64066-430;DIESEL S10;26/01/2026;6,75;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO UCHOA LTDA; 24.966.843/0001-05;AVENIDA DOUTOR JOSUE DE MOURA SANTOS;2161;B;PEDRA MOLE;64066-430;ETANOL;26/01/2026;4,67;;R$ / litro;IPIRANGA
NE;PI;TERESINA;NEIVA & BRITO COMBUSTIVEIS LTDA; 32.237.402/0001-09;AVENIDA ZEQUINHA FREIRE;3419;;SATELITE;64059-310;GASOLINA;29/01/2026;5,98;;R$ / litro;BRANCA
NE;PI;TERESINA;NEIVA & BRITO COMBUSTIVEIS LTDA; 32.237.402/0001-09;AVENIDA ZEQUINHA FREIRE;3419;;SATELITE;64059-310;GASOLINA ADITIVADA;29/01/2026;6,18;;R$ / litro;BRANCA
NE;PI;TERESINA;NEIVA & BRITO COMBUSTIVEIS LTDA; 32.237.402/0001-09;AVENIDA ZEQUINHA FREIRE;3419;;SATELITE;64059-310;DIESEL S10;29/01/2026;6,08;;R$ / litro;BRANCA
NE;PI;TERESINA;NEIVA & BRITO COMBUSTIVEIS LTDA; 32.237.402/0001-09;AVENIDA ZEQUINHA FREIRE;3419;;SATELITE;64059-310;ETANOL;29/01/2026;4,58;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO DE COMBUSTIVEL AGUIA LTDA; 28.985.753/0001-12;AVENIDA HOMERO CASTELO BRANCO;2101;LETRA A;FATIMA;64049-505;GASOLINA;26/01/2026;6,09;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO DE COMBUSTIVEL AGUIA LTDA; 28.985.753/0001-12;AVENIDA HOMERO CASTELO BRANCO;2101;LETRA A;FATIMA;64049-505;GASOLINA ADITIVADA;26/01/2026;6,19;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO DE COMBUSTIVEL AGUIA LTDA; 28.985.753/0001-12;AVENIDA HOMERO CASTELO BRANCO;2101;LETRA A;FATIMA;64049-505;DIESEL S10;26/01/2026;6,79;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO DE COMBUSTIVEL AGUIA LTDA; 28.985.753/0001-12;AVENIDA HOMERO CASTELO BRANCO;2101;LETRA A;FATIMA;64049-505;ETANOL;26/01/2026;4,69;;R$ / litro;IPIRANGA
NE;PI;TERESINA;JESUS JOSE NOGUEIRA JUNIOR LTDA; 38.635.568/0001-51;AVENIDA SENADOR AREA LEAO;2140;;SAO CRISTOVAO;64051-090;GASOLINA;26/01/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;JESUS JOSE NOGUEIRA JUNIOR LTDA; 38.635.568/0001-51;AVENIDA SENADOR AREA LEAO;2140;;SAO CRISTOVAO;64051-090;GASOLINA ADITIVADA;26/01/2026;6,39;;R$ / litro;VIBRA
NE;PI;TERESINA;JESUS JOSE NOGUEIRA JUNIOR LTDA; 38.635.568/0001-51;AVENIDA SENADOR AREA LEAO;2140;;SAO CRISTOVAO;64051-090;DIESEL S10;26/01/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;JESUS JOSE NOGUEIRA JUNIOR LTDA; 38.635.568/0001-51;AVENIDA SENADOR AREA LEAO;2140;;SAO CRISTOVAO;64051-090;ETANOL;26/01/2026;4,69;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0033-20;AVENIDA JOAO XXIII;805;;NOIVOS;64045-000;GASOLINA;26/01/2026;5,99;;R$ / litro;SABBÁ
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0033-20;AVENIDA JOAO XXIII;805;;NOIVOS;64045-000;GASOLINA ADITIVADA;26/01/2026;6,39;;R$ / litro;SABBÁ
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0033-20;AVENIDA JOAO XXIII;805;;NOIVOS;64045-000;DIESEL S10;26/01/2026;6,39;;R$ / litro;SABBÁ
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0033-20;AVENIDA JOAO XXIII;805;;NOIVOS;64045-000;ETANOL;26/01/2026;4,65;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO JOIA LTDA; 08.965.723/0001-37;RUA ENGENHEIRO ALVES DE NORONHA;5102;;BUENOS AIRES;64008-400;GASOLINA;05/02/2026;5,89;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO JOIA LTDA; 08.965.723/0001-37;RUA ENGENHEIRO ALVES DE NORONHA;5102;;BUENOS AIRES;64008-400;ETANOL;05/02/2026;4,49;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;GASOLINA;02/02/2026;5,97;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;GASOLINA ADITIVADA;02/02/2026;6,26;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO HOMERO CASTELO BRANCO LTDA; 08.596.605/0001-07;AVENIDA TOMAZ DE AREA LEAO;2563;;ININGA;64048-600;ETANOL;02/02/2026;4,57;;R$ / litro;VIBRA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;GASOLINA;02/02/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;GASOLINA ADITIVADA;02/02/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;PN PETROLEO LTDA.; 06.331.431/0001-17;RUA MUNDINHO FERRAZ;3225;;SAO CRISTOVAO;64055-330;DIESEL S10;02/02/2026;6,09;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;GASOLINA;04/02/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;GASOLINA ADITIVADA;04/02/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;DIESEL;04/02/2026;6,04;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;DIESEL S10;04/02/2026;6,06;;R$ / litro;BRANCA
NE;PI;TERESINA;TRANSSERVICE PETROLEO LTDA; 02.927.004/0001-45;AVENIDA BARAO DE GURGUEIA;2300;;SAO PEDRO;64019-350;ETANOL;04/02/2026;4,44;;R$ / litro;BRANCA
NE;PI;TERESINA;PIPEL-PICOS PETROLEO LTDA; 07.483.266/0005-05;AVENIDA PREF. WALL  FERRAZ;7420;;TRIUNFO;64000-010;GASOLINA;04/02/2026;5,78;;R$ / litro;VIBRA
NE;PI;TERESINA;PIPEL-PICOS PETROLEO LTDA; 07.483.266/0005-05;AVENIDA PREF. WALL  FERRAZ;7420;;TRIUNFO;64000-010;GASOLINA ADITIVADA;04/02/2026;6,18;;R$ / litro;VIBRA
NE;PI;TERESINA;PIPEL-PICOS PETROLEO LTDA; 07.483.266/0005-05;AVENIDA PREF. WALL  FERRAZ;7420;;TRIUNFO;64000-010;DIESEL;04/02/2026;5,76;;R$ / litro;VIBRA
NE;PI;TERESINA;PIPEL-PICOS PETROLEO LTDA; 07.483.266/0005-05;AVENIDA PREF. WALL  FERRAZ;7420;;TRIUNFO;64000-010;DIESEL S10;04/02/2026;5,79;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;GASOLINA;05/02/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;GASOLINA ADITIVADA;05/02/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0004-96;AVENIDA MIGUEL ROSA;3768;SUL;PICARRA;64001-973;ETANOL;05/02/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;GASOLINA;02/02/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;GASOLINA ADITIVADA;02/02/2026;6,39;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;DIESEL S10;02/02/2026;6,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0003-05;AVENIDA PRESIDENTE KENNEDY;1944;;SAO CRISTOVAO;64052-800;ETANOL;02/02/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;SUL;;64001-973;GASOLINA;04/02/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;SUL;;64001-973;GASOLINA ADITIVADA;04/02/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;SUL;;64001-973;DIESEL;04/02/2026;6,39;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0009-09;AVENIDA MIGUEL ROSA;6185;SUL;;64001-973;ETANOL;04/02/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;GASOLINA;05/02/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;GASOLINA ADITIVADA;05/02/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0012-04;AVENIDA RUI BARBOSA;1662;;VILA OPERARIA;64076-410;ETANOL;05/02/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;GASOLINA;05/02/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;GASOLINA ADITIVADA;05/02/2026;6,29;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0002-24;AVENIDA MIGUEL ROSA;3833;SUL;PICARRA;64001-973;ETANOL;05/02/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;MIRANTE PETROLEO LTDA; 03.612.498/0001-31;AVENIDA PRESIDENTE KENNEDY;5779;;MORROS;64062-100;GASOLINA;04/02/2026;5,79;;R$ / litro;IPIRANGA
NE;PI;TERESINA;MIRANTE PETROLEO LTDA; 03.612.498/0001-31;AVENIDA PRESIDENTE KENNEDY;5779;;MORROS;64062-100;DIESEL;04/02/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;MIRANTE PETROLEO LTDA; 03.612.498/0001-31;AVENIDA PRESIDENTE KENNEDY;5779;;MORROS;64062-100;DIESEL S10;04/02/2026;5,99;;R$ / litro;IPIRANGA
NE;PI;TERESINA;MIRANTE PETROLEO LTDA; 03.612.498/0001-31;AVENIDA PRESIDENTE KENNEDY;5779;;MORROS;64062-100;ETANOL;04/02/2026;4,49;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;GASOLINA;04/02/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;GASOLINA ADITIVADA;04/02/2026;5,99;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;DIESEL;04/02/2026;5,79;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;DIESEL S10;04/02/2026;5,89;;R$ / litro;BRANCA
NE;PI;TERESINA;CLEONICE FERREIRA SILVA; 03.171.610/0001-46;AVENIDA BARAO DE GURGUEIA;2635;;VERMELHA;64018-500;ETANOL;04/02/2026;4,49;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;GASOLINA;04/02/2026;5,85;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;GASOLINA ADITIVADA;04/02/2026;6,15;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;DIESEL;04/02/2026;5,95;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;DIESEL S10;04/02/2026;5,99;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;ETANOL;04/02/2026;4,49;;R$ / litro;IPIRANGA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;GASOLINA;04/02/2026;5,89;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;GASOLINA ADITIVADA;04/02/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;DIESEL S10;04/02/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;ETANOL;04/02/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO MAIS PROMORAR LTDA; 09.442.915/0001-21;AVENIDA DEPUTADO ULISSES GUIMARAES;1933;QUADRA92C                 CONJ  PROMORAR;PROMORAR;64027-330;GASOLINA;04/02/2026;5,85;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO MAIS PROMORAR LTDA; 09.442.915/0001-21;AVENIDA DEPUTADO ULISSES GUIMARAES;1933;QUADRA92C                 CONJ  PROMORAR;PROMORAR;64027-330;ETANOL;04/02/2026;4,34;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0001-75;AVENIDA JOAO XXIII;2180;;NOIVOS;64045-000;ETANOL;02/02/2026;4,57;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0001-75;AVENIDA JOAO XXIII;2180;;NOIVOS;64045-000;GASOLINA;02/02/2026;5,88;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0001-75;AVENIDA JOAO XXIII;2180;;NOIVOS;64045-000;GASOLINA ADITIVADA;02/02/2026;6,18;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0001-75;AVENIDA JOAO XXIII;2180;;NOIVOS;64045-000;DIESEL S10;02/02/2026;5,99;;R$ / litro;SABBÁ
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0002-83;AVENIDA MARANHAO;900;;CENTRO/N;64000-010;GASOLINA;05/02/2026;5,85;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0002-83;AVENIDA MARANHAO;900;;CENTRO/N;64000-010;GASOLINA ADITIVADA;05/02/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0002-83;AVENIDA MARANHAO;900;;CENTRO/N;64000-010;ETANOL;05/02/2026;4,69;;R$ / litro;VIBRA
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0002-56;AVENIDA DEPUTADO PAULO FERRAZ;1771;;BEIRA RIO;64075-535;GASOLINA;04/02/2026;5,89;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0002-56;AVENIDA DEPUTADO PAULO FERRAZ;1771;;BEIRA RIO;64075-535;GASOLINA ADITIVADA;04/02/2026;6,14;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0002-56;AVENIDA DEPUTADO PAULO FERRAZ;1771;;BEIRA RIO;64075-535;DIESEL;04/02/2026;5,94;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0002-56;AVENIDA DEPUTADO PAULO FERRAZ;1771;;BEIRA RIO;64075-535;DIESEL S10;04/02/2026;5,99;;R$ / litro;SABBÁ
NE;PI;TERESINA;POSTO CERTO LTDA; 08.610.754/0002-56;AVENIDA DEPUTADO PAULO FERRAZ;1771;;BEIRA RIO;64075-535;ETANOL;04/02/2026;4,59;;R$ / litro;SABBÁ
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0018-91;RUA OLAVO BILAC;989;SUL;CENTRO;64001-280;GASOLINA;04/02/2026;5,99;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0018-91;RUA OLAVO BILAC;989;SUL;CENTRO;64001-280;GASOLINA ADITIVADA;04/02/2026;6,19;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0018-91;RUA OLAVO BILAC;989;SUL;CENTRO;64001-280;ETANOL;04/02/2026;4,59;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0019-72;AVENIDA LINDOLFO MONTEIRO;990;;FATIMA;64049-440;GASOLINA;02/02/2026;6,09;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0019-72;AVENIDA LINDOLFO MONTEIRO;990;;FATIMA;64049-440;GASOLINA ADITIVADA;02/02/2026;6,49;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0019-72;AVENIDA LINDOLFO MONTEIRO;990;;FATIMA;64049-440;DIESEL;02/02/2026;6,54;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0019-72;AVENIDA LINDOLFO MONTEIRO;990;;FATIMA;64049-440;ETANOL;02/02/2026;4,79;;R$ / litro;VIBRA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0020-06;AVENIDA DEPUTADO PAULO FERRAZ;2907;;SAO RAIMUNDO;64075-005;GASOLINA;04/02/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0020-06;AVENIDA DEPUTADO PAULO FERRAZ;2907;;SAO RAIMUNDO;64075-005;GASOLINA ADITIVADA;04/02/2026;6,09;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0020-06;AVENIDA DEPUTADO PAULO FERRAZ;2907;;SAO RAIMUNDO;64075-005;DIESEL;04/02/2026;5,97;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0020-06;AVENIDA DEPUTADO PAULO FERRAZ;2907;;SAO RAIMUNDO;64075-005;ETANOL;04/02/2026;4,59;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0021-97;AVENIDA PREFEITO WALL FERRAZ;15900;;ANGELIM;64040-840;GASOLINA;04/02/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0021-97;AVENIDA PREFEITO WALL FERRAZ;15900;;ANGELIM;64040-840;DIESEL;04/02/2026;6,27;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0021-97;AVENIDA PREFEITO WALL FERRAZ;15900;;ANGELIM;64040-840;ETANOL;04/02/2026;4,69;;R$ / litro;IPIRANGA
NE;PI;TERESINA;IGUATEMI DISTRIBUIDORA LTDA; 03.072.068/0002-55;AVENIDA DOM SEVERINO;1498;;FATIMA;64049-375;GASOLINA;02/02/2026;5,95;;R$ / litro;BRANCA
NE;PI;TERESINA;IGUATEMI DISTRIBUIDORA LTDA; 03.072.068/0002-55;AVENIDA DOM SEVERINO;1498;;FATIMA;64049-375;GASOLINA ADITIVADA;02/02/2026;5,99;;R$ / litro;BRANCA
NE;PI;TERESINA;IGUATEMI DISTRIBUIDORA LTDA; 03.072.068/0002-55;AVENIDA DOM SEVERINO;1498;;FATIMA;64049-375;DIESEL S10;02/02/2026;5,99;;R$ / litro;BRANCA
NE;PI;TERESINA;IGUATEMI DISTRIBUIDORA LTDA; 03.072.068/0002-55;AVENIDA DOM SEVERINO;1498;;FATIMA;64049-375;ETANOL;02/02/2026;4,57;;R$ / litro;BRANCA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0022-78;AVENIDA DEPUTADO PAULO FERRAZ;1910;;TANCREDO NEVES;64076-005;GASOLINA;04/02/2026;5,89;;R$ / litro;IPIRANGA
NE;PI;TERESINA;CACIQUE PETROLEO LTDA; 06.656.656/0022-78;AVENIDA DEPUTADO PAULO FERRAZ;1910;;TANCREDO NEVES;64076-005;GASOLINA ADITIVADA;04/02/2026;6,29;;R$ / litro;IPIRANGA
